Area,County,CancerType,Sex,AgeAdjustedRate,CaseCount,Population
Virginia,Orange County,Female Breast,Female,141,173,89122
Virginia,Emporia City,Female Breast,Female,Data Suppressed,Data Suppressed,15190
Virginia,Fredericksburg City,Female Breast,Female,139.5,94,75691
Virginia,Stafford County,Female Breast,Female,131.6,448,344778
Virginia,Nelson County,Female Breast,Female,132.9,85,38106
Virginia,Northampton County,Female Breast,Female,141.4,73,31401
Virginia,Buena Vista City,Female Breast,Female,139.1,35,17594
Virginia,Page County,Female Breast,Female,135.8,114,60170
Virginia,Shenandoah County,Female Breast,Female,118,188,109212
Virginia,Pittsylvania County,Female Breast,Female,119.5,274,158388
Virginia,Colonial Heights City,Female Breast,Female,160.8,96,47065
Virginia,Powhatan County,Female Breast,Female,127.8,115,66258
Virginia,Prince Edward County,Female Breast,Female,152.3,94,57977
Virginia,Richmond County,Female Breast,Female,131.9,42,19724
Virginia,Wythe County,Female Breast,Female,126.7,139,74563
Virginia,Chesapeake City,Female Breast,Female,148.1,993,595285
Virginia,Sussex County,Female Breast,Female,143.2,47,23858
Virginia,Warren County,Female Breast,Female,119.8,145,96892
Virginia,Rappahannock County,Female Breast,Female,123,37,18624
Virginia,Charlottesville City,Female Breast,Female,124,132,118531
Virginia,Hopewell City,Female Breast,Female,119.3,86,59569
Virginia,Montgomery County,Female Breast,Female,117.4,265,233310
Virginia,Roanoke County,Female Breast,Female,139.9,475,242576
Virginia,Surry County,Female Breast,Female,139.5,36,17071
Virginia,Prince George County,Female Breast,Female,140.4,135,84771
Virginia,Southampton County,Female Breast,Female,140.3,83,43638
Virginia,Lexington City,Female Breast,Female,163.3,32,15588
Virginia,Danville City,Female Breast,Female,130.8,205,114035
Virginia,Hampton City,Female Breast,Female,145.3,591,354188
Virginia,Brunswick County,Female Breast,Female,132.3,79,39516
Virginia,Northumberland County,Female Breast,Female,122.7,79,31251
Virginia,Nottoway County,Female Breast,Female,129.7,63,36253
Virginia,Campbell County,Female Breast,Female,121.6,238,141769
Virginia,Charles City County,Female Breast,Female,116,37,17847
Virginia,New Kent County,Female Breast,Female,142.2,94,49153
New York,St. Lawrence County,Female Breast,Female,102.1,339,272827
New York,Franklin County,Female Breast,Female,104.2,155,115190
New York,Steuben County,Female Breast,Female,107,358,246504
New York,Orleans County,Female Breast,Female,110,150,105365
New York,Clinton County,Female Breast,Female,106.2,261,197947
New York,Delaware County,Female Breast,Female,108,193,115277
New York,Kings County,Female Breast,Female,117.1,8639,6902364
New York,Bronx County,Female Breast,Female,110.1,4405,3824894
New York,Washington County,Female Breast,Female,116.3,237,150728
New York,Queens County,Female Breast,Female,113.8,8040,5989658
New York,Sullivan County,Female Breast,Female,110.6,273,185392
New York,Schoharie County,Female Breast,Female,122.2,135,79418
New York,Montgomery County,Female Breast,Female,117.6,205,126163
New York,Jefferson County,Female Breast,Female,120.9,351,279359
New York,Yates County,Female Breast,Female,131.9,108,64612
New York,Seneca County,Female Breast,Female,129,141,83372
New York,Ulster County,Female Breast,Female,125.1,776,454575
New York,Schuyler County,Female Breast,Female,123.6,82,45631
New York,Lewis County,Female Breast,Female,130.2,114,66584
New York,Cayuga County,Female Breast,Female,123.2,310,192136
New York,Chautauqua County,Female Breast,Female,131.6,587,332608
New York,Cortland County,Female Breast,Female,129.7,182,124530
New York,Essex County,Female Breast,Female,128.4,181,92214
New York,Oneida County,Female Breast,Female,127.7,969,584330
New York,Allegany County,Female Breast,Female,124.3,188,117700
New York,Herkimer County,Female Breast,Female,132.4,290,160580
New York,Chemung County,Female Breast,Female,129.7,379,220406
New York,Columbia County,Female Breast,Female,130.2,296,154071
New York,Madison County,Female Breast,Female,129.1,300,183106
New York,Tompkins County,Female Breast,Female,128.8,332,264437
New York,New York County,Female Breast,Female,136.8,6779,4345022
New York,Richmond County,Female Breast,Female,134.9,2012,1224326
New York,Wayne County,Female Breast,Female,142.7,429,231873
New York,Wyoming County,Female Breast,Female,164.6,198,93869
New York,Westchester County,Female Breast,Female,141.4,4432,2510117
New York,Tioga County,Female Breast,Female,134.9,233,125182
New York,Ontario County,Female Breast,Female,134.3,506,278565
New York,Oswego County,Female Breast,Female,133.5,483,300640
New York,Otsego County,Female Breast,Female,140.6,291,157229
New York,Onondaga County,Female Breast,Female,137.1,2051,1211549
New York,Orange County,Female Breast,Female,138.4,1450,940045
New York,Warren County,Female Breast,Female,141.7,342,165623
New York,Schenectady County,Female Breast,Female,148.1,729,398377
New York,Rensselaer County,Female Breast,Female,135.5,678,404606
New York,Saratoga County,Female Breast,Female,138.1,1024,569598
New York,Rockland County,Female Breast,Female,142.6,1349,823502
New York,Cattaraugus County,Female Breast,Female,136.7,353,198086
New York,Monroe County,Female Breast,Female,146,3466,1935850
New York,Niagara County,Female Breast,Female,134.3,977,547697
New York,Genesee County,Female Breast,Female,139.6,277,148075
New York,Nassau County,Female Breast,Female,145,6493,3499985
New York,Livingston County,Female Breast,Female,136.4,272,160768
New York,Hamilton County,Female Breast,Female,169.4,36,11616
New York,Broome County,Female Breast,Female,143.6,918,501598
New York,Chenango County,Female Breast,Female,133.5,227,123142
New York,Fulton County,Female Breast,Female,132.7,243,136495
New York,Greene County,Female Breast,Female,139.6,228,114819
New York,Albany County,Female Breast,Female,148.8,1399,794483
New York,Erie County,Female Breast,Female,145.6,4447,2383274
New York,Dutchess County,Female Breast,Female,138.2,1317,744084
New York,Putnam County,Female Breast,Female,141,450,249351
New York,Suffolk County,Female Breast,Female,137.7,6571,3803743
New Jersey,Hudson County,Female Breast,Female,104.4,1835,1695497
New Jersey,Cumberland County,Female Breast,Female,119.7,537,379473
New Jersey,Cape May County,Female Breast,Female,128.6,501,243525
New Jersey,Passaic County,Female Breast,Female,122.4,1814,1308464
New Jersey,Middlesex County,Female Breast,Female,126.8,3126,2116781
New Jersey,Warren County,Female Breast,Female,125.3,452,274776
New Jersey,Camden County,Female Breast,Female,138,2195,1322160
New Jersey,Bergen County,Female Breast,Female,136,4176,2405941
New Jersey,Essex County,Female Breast,Female,134.7,3139,2069534
New Jersey,Atlantic County,Female Breast,Female,133,1197,706738
New Jersey,Salem County,Female Breast,Female,132.5,283,164837
New Jersey,Ocean County,Female Breast,Female,129.7,2842,1521146
New Jersey,Sussex County,Female Breast,Female,136.5,643,364075
New Jersey,Union County,Female Breast,Female,135.4,2244,1420913
New Jersey,Burlington County,Female Breast,Female,143.1,2099,1142653
New Jersey,Morris County,Female Breast,Female,149.1,2412,1271057
New Jersey,Hunterdon County,Female Breast,Female,146.7,640,318481
New Jersey,Somerset County,Female Breast,Female,142.7,1499,850108
New Jersey,Mercer County,Female Breast,Female,141.5,1577,950987
New Jersey,Gloucester County,Female Breast,Female,145.9,1333,747844
New Jersey,Monmouth County,Female Breast,Female,144.6,3008,1612981
Connecticut,Windham County,Female Breast,Female,122.3,456,294557
Connecticut,Litchfield County,Female Breast,Female,135,898,470142
Connecticut,New Haven County,Female Breast,Female,138.7,3859,2235346
Connecticut,New London County,Female Breast,Female,137.1,1214,678919
Connecticut,Fairfield County,Female Breast,Female,144,4230,2423205
Connecticut,Hartford County,Female Breast,Female,136.5,3949,2312248
Connecticut,Tolland County,Female Breast,Female,150.2,658,378142
Connecticut,Middlesex County,Female Breast,Female,157.7,919,421213
Rhode Island,Providence County,Female Breast,Female,135.7,2558,1628151
Rhode Island,Newport County,Female Breast,Female,138.3,415,211029
Rhode Island,Kent County,Female Breast,Female,145.8,843,424642
Rhode Island,Bristol County,Female Breast,Female,138.6,240,127205
Rhode Island,Washington County,Female Breast,Female,138.6,603,325531
Maryland,Garrett County,Female Breast,Female,112.7,123,74765
Maryland,St. Marys County,Female Breast,Female,116.4,349,275975
Maryland,Baltimore City,Female Breast,Female,122.8,2242,1647427
Maryland,Talbot County,Female Breast,Female,122,197,98787
Maryland,Queen Annes County,Female Breast,Female,120.7,196,122925
Maryland,Allegany County,Female Breast,Female,117.3,292,175687
Maryland,Dorchester County,Female Breast,Female,125.5,147,84951
Maryland,Charles County,Female Breast,Female,125.8,547,398686
Maryland,Cecil County,Female Breast,Female,128.1,387,257057
Maryland,Caroline County,Female Breast,Female,132.4,137,83668
Maryland,Montgomery County,Female Breast,Female,127.4,4018,2663140
Maryland,Prince Georges County,Female Breast,Female,128.8,3325,2332766
Maryland,Somerset County,Female Breast,Female,129.7,94,59624
Maryland,Frederick County,Female Breast,Female,131.8,956,618203
Maryland,Washington County,Female Breast,Female,139.4,645,366334
Maryland,Wicomico County,Female Breast,Female,133.1,398,265712
Maryland,Anne Arundel County,Female Breast,Female,134.8,2242,1413335
Maryland,Baltimore County,Female Breast,Female,138.3,3715,2172880
Maryland,Carroll County,Female Breast,Female,133.3,738,422633
Maryland,Calvert County,Female Breast,Female,141.1,390,228817
Maryland,Howard County,Female Breast,Female,137,1235,786090
Maryland,Kent County,Female Breast,Female,146,115,51842
Maryland,Harford County,Female Breast,Female,138.4,1112,636927
Maryland,Worcester County,Female Breast,Female,137.3,274,132298
Delaware,Sussex County,Female Breast,Female,130.4,1123,543393
Delaware,Kent County,Female Breast,Female,134.4,715,443123
Delaware,New Castle County,Female Breast,Female,138.6,2301,1424173
Pennsylvania,Potter County,Female Breast,Female,97.7,64,42920
Pennsylvania,Juniata County,Female Breast,Female,105.4,85,61140
Pennsylvania,Clinton County,Female Breast,Female,106.9,135,100820
Pennsylvania,Jefferson County,Female Breast,Female,106.7,170,112139
Pennsylvania,Perry County,Female Breast,Female,106.3,160,113776
Pennsylvania,Somerset County,Female Breast,Female,110.2,298,182983
Pennsylvania,Mifflin County,Female Breast,Female,117.1,194,118648
Pennsylvania,Union County,Female Breast,Female,112.9,150,101587
Pennsylvania,Wayne County,Female Breast,Female,113.8,211,122228
Pennsylvania,Pike County,Female Breast,Female,118.8,234,139116
Pennsylvania,Carbon County,Female Breast,Female,118.1,279,161972
Pennsylvania,Clearfield County,Female Breast,Female,118.8,331,193206
Pennsylvania,Franklin County,Female Breast,Female,111.2,562,388372
Pennsylvania,Schuylkill County,Female Breast,Female,113.7,580,355714
Pennsylvania,McKean County,Female Breast,Female,126,175,103124
Pennsylvania,Venango County,Female Breast,Female,123.6,234,135608
Pennsylvania,Philadelphia County,Female Breast,Female,123.9,5532,4122478
Pennsylvania,Snyder County,Female Breast,Female,121.6,160,102088
Pennsylvania,Berks County,Female Breast,Female,124.8,1633,1054494
Pennsylvania,Blair County,Female Breast,Female,122,560,320713
Pennsylvania,Bradford County,Female Breast,Female,123.5,270,156349
Pennsylvania,Clarion County,Female Breast,Female,124.8,161,99792
Pennsylvania,Huntingdon County,Female Breast,Female,122.5,185,107738
Pennsylvania,Indiana County,Female Breast,Female,126,336,217756
Pennsylvania,Cambria County,Female Breast,Female,125.6,630,349396
Pennsylvania,Fulton County,Female Breast,Female,123.8,61,36225
Pennsylvania,Luzerne County,Female Breast,Female,125.6,1394,809331
Pennsylvania,Lehigh County,Female Breast,Female,124.8,1400,918693
Pennsylvania,Lackawanna County,Female Breast,Female,124,908,549246
Pennsylvania,Lawrence County,Female Breast,Female,122,415,229411
Pennsylvania,Adams County,Female Breast,Female,126.8,448,257005
Pennsylvania,Beaver County,Female Breast,Female,141.6,885,435769
Pennsylvania,Bedford County,Female Breast,Female,133.3,236,123152
Pennsylvania,Mercer County,Female Breast,Female,139.3,573,290488
Pennsylvania,Washington County,Female Breast,Female,140.6,1041,530476
Pennsylvania,Wyoming County,Female Breast,Female,134.4,125,69678
Pennsylvania,Tioga County,Female Breast,Female,137.5,202,105652
Pennsylvania,Westmoreland County,Female Breast,Female,136.2,1874,918877
Pennsylvania,Susquehanna County,Female Breast,Female,134,201,104598
Pennsylvania,Monroe County,Female Breast,Female,130.3,706,423844
Pennsylvania,Montgomery County,Female Breast,Female,142.9,3831,2095370
Pennsylvania,Warren County,Female Breast,Female,144,223,101446
Pennsylvania,Sullivan County,Female Breast,Female,154.3,44,14891
Pennsylvania,Montour County,Female Breast,Female,127.7,89,47731
Pennsylvania,Allegheny County,Female Breast,Female,141.5,5949,3189473
Pennsylvania,Armstrong County,Female Breast,Female,143.5,360,169480
Pennsylvania,Cumberland County,Female Breast,Female,131.1,1041,616650
Pennsylvania,Erie County,Female Breast,Female,137.8,1219,707136
Pennsylvania,Columbia County,Female Breast,Female,129.7,295,173165
Pennsylvania,Delaware County,Female Breast,Female,138.8,2483,1461707
Pennsylvania,Greene County,Female Breast,Female,137.5,164,90513
Pennsylvania,Dauphin County,Female Breast,Female,130.7,1151,701499
Pennsylvania,Forest County,Female Breast,Female,131.2,30,12174
Pennsylvania,Cameron County,Female Breast,Female,136.8,28,12104
Pennsylvania,Crawford County,Female Breast,Female,127.1,382,222680
Pennsylvania,Elk County,Female Breast,Female,137.1,157,77503
Pennsylvania,Fayette County,Female Breast,Female,126.2,625,339442
Pennsylvania,Centre County,Female Breast,Female,140.4,542,379007
Pennsylvania,Chester County,Female Breast,Female,142.2,2239,1300092
Pennsylvania,Butler County,Female Breast,Female,135.7,844,469709
Pennsylvania,Lancaster County,Female Breast,Female,129.6,2175,1361173
Pennsylvania,Northumberland County,Female Breast,Female,126.1,414,232900
Pennsylvania,York County,Female Breast,Female,130.2,1823,1113778
Pennsylvania,Lebanon County,Female Breast,Female,138.4,637,348682
Pennsylvania,Lycoming County,Female Breast,Female,146.6,581,295370
Pennsylvania,Bucks County,Female Breast,Female,138.5,2921,1594698
Pennsylvania,Northampton County,Female Breast,Female,132.8,1348,763406
Massachusetts,Franklin County,Female Breast,Female,109.5,287,182059
Massachusetts,Suffolk County,Female Breast,Female,122.1,2371,1991537
Massachusetts,Bristol County,Female Breast,Female,124.4,2242,1430522
Massachusetts,Berkshire County,Female Breast,Female,125.3,609,332498
Massachusetts,Hampden County,Female Breast,Female,131.2,1955,1212972
Massachusetts,Worcester County,Female Breast,Female,135.9,3369,2063615
Massachusetts,Essex County,Female Breast,Female,136.1,3404,1996916
Massachusetts,Dukes County,Female Breast,Female,171.4,109,43638
Massachusetts,Barnstable County,Female Breast,Female,155.7,1543,559582
Massachusetts,Hampshire County,Female Breast,Female,146.7,708,428717
Massachusetts,Norfolk County,Female Breast,Female,151,3374,1798079
Massachusetts,Middlesex County,Female Breast,Female,143.8,6841,4019989
Massachusetts,Nantucket County,Female Breast,Female,190.2,56,26404
Massachusetts,Plymouth County,Female Breast,Female,136.6,2302,1299126
New Hampshire,Coos County,Female Breast,Female,109.5,132,77383
New Hampshire,Sullivan County,Female Breast,Female,128.4,203,109313
New Hampshire,Carroll County,Female Breast,Female,131.8,263,119437
New Hampshire,Hillsborough County,Female Breast,Female,142.9,1792,1020206
New Hampshire,Strafford County,Female Breast,Female,139.2,518,321860
New Hampshire,Cheshire County,Female Breast,Female,134,342,194680
New Hampshire,Rockingham County,Female Breast,Female,153,1532,759439
New Hampshire,Belknap County,Female Breast,Female,151.3,335,153209
New Hampshire,Grafton County,Female Breast,Female,145.8,448,225818
New Hampshire,Merrimack County,Female Breast,Female,154.9,749,374483
Maine,Somerset County,Female Breast,Female,98.5,183,129191
Maine,Aroostook County,Female Breast,Female,109.3,279,175833
Maine,Androscoggin County,Female Breast,Female,110.9,389,273324
Maine,Washington County,Female Breast,Female,115.7,150,81088
Maine,Hancock County,Female Breast,Female,116.4,247,139797
Maine,Franklin County,Female Breast,Female,111.8,114,77230
Maine,Cumberland County,Female Breast,Female,132.8,1279,738901
Maine,Waldo County,Female Breast,Female,127.3,188,99454
Maine,York County,Female Breast,Female,138.1,976,514249
Maine,Oxford County,Female Breast,Female,123.8,271,144038
Maine,Lincoln County,Female Breast,Female,118.9,162,86890
Maine,Penobscot County,Female Breast,Female,130.9,645,385690
Maine,Sagadahoc County,Female Breast,Female,127.3,165,90201
Maine,Kennebec County,Female Breast,Female,120.3,501,310654
Maine,Knox County,Female Breast,Female,146.8,228,100256
Maine,Piscataquis County,Female Breast,Female,139.6,88,42776
West Virginia,Doddridge County,Female Breast,Female,67.4,21,19389
West Virginia,Summers County,Female Breast,Female,74.4,42,36794
West Virginia,Wyoming County,Female Breast,Female,79.3,64,56879
West Virginia,Pocahontas County,Female Breast,Female,89.6,31,20932
West Virginia,Grant County,Female Breast,Female,84.5,40,29291
West Virginia,Mason County,Female Breast,Female,92.8,94,70077
West Virginia,Taylor County,Female Breast,Female,96.9,59,41909
West Virginia,Ritchie County,Female Breast,Female,95.4,33,25255
West Virginia,Barbour County,Female Breast,Female,97.5,56,43119
West Virginia,Boone County,Female Breast,Female,99.3,80,59301
West Virginia,Lincoln County,Female Breast,Female,96.8,68,53738
West Virginia,Hampshire County,Female Breast,Female,97.7,79,57689
West Virginia,Jackson County,Female Breast,Female,96,100,73809
West Virginia,Marshall County,Female Breast,Female,100,119,82099
West Virginia,Randolph County,Female Breast,Female,108.4,104,70857
West Virginia,Roane County,Female Breast,Female,108.1,55,36539
West Virginia,Nicholas County,Female Breast,Female,106.2,94,65257
West Virginia,Wirt County,Female Breast,Female,109.9,22,14306
West Virginia,Pendleton County,Female Breast,Female,105.5,29,17858
West Virginia,Tucker County,Female Breast,Female,114.8,30,17341
West Virginia,Tyler County,Female Breast,Female,109.6,39,22697
West Virginia,Mineral County,Female Breast,Female,109.7,105,69202
West Virginia,Braxton County,Female Breast,Female,105.1,54,35629
West Virginia,Calhoun County,Female Breast,Female,111.6,30,18785
West Virginia,Hardy County,Female Breast,Female,100.6,46,34364
West Virginia,Fayette County,Female Breast,Female,112.3,186,111847
West Virginia,Mercer County,Female Breast,Female,111.8,247,160170
West Virginia,Harrison County,Female Breast,Female,113.7,273,175044
West Virginia,Wayne County,Female Breast,Female,112.4,155,106090
West Virginia,Morgan County,Female Breast,Female,108.4,74,43933
West Virginia,Raleigh County,Female Breast,Female,122.6,323,194566
West Virginia,Wood County,Female Breast,Female,114.8,357,222785
West Virginia,Ohio County,Female Breast,Female,132.5,212,112746
West Virginia,Preston County,Female Breast,Female,122.5,132,82002
West Virginia,Putnam County,Female Breast,Female,124.2,233,143897
West Virginia,Upshur County,Female Breast,Female,128.7,104,62141
West Virginia,Berkeley County,Female Breast,Female,126.3,402,278208
West Virginia,Greenbrier County,Female Breast,Female,144.4,193,91074
West Virginia,Brooke County,Female Breast,Female,129.9,112,59535
West Virginia,Clay County,Female Breast,Female,127.3,38,22434
West Virginia,Marion County,Female Breast,Female,140.8,270,144182
West Virginia,Mingo County,Female Breast,Female,121.1,101,64928
West Virginia,Cabell County,Female Breast,Female,138.4,434,246684
West Virginia,Gilmer County,Female Breast,Female,122.8,30,16944
West Virginia,Logan County,Female Breast,Female,122.3,152,88907
West Virginia,McDowell County,Female Breast,Female,123.1,88,51623
West Virginia,Jefferson County,Female Breast,Female,122.5,200,139877
West Virginia,Hancock County,Female Breast,Female,121.8,138,77473
West Virginia,Monroe County,Female Breast,Female,124.5,61,34026
West Virginia,Lewis County,Female Breast,Female,115.9,67,41407
West Virginia,Monongalia County,Female Breast,Female,130,313,249282
West Virginia,Kanawha County,Female Breast,Female,119.7,820,491073
West Virginia,Webster County,Female Breast,Female,130.4,39,22091
West Virginia,Wetzel County,Female Breast,Female,120.2,69,40534
West Virginia,Pleasants County,Female Breast,Female,138.8,33,17428
Vermont,Orange County,Female Breast,Female,95.7,96,72392
Vermont,Grand Isle County,Female Breast,Female,97.8,25,17296
Vermont,Windham County,Female Breast,Female,127.6,204,110884
Vermont,Franklin County,Female Breast,Female,116,172,122642
Vermont,Caledonia County,Female Breast,Female,102.1,111,76990
Vermont,Bennington County,Female Breast,Female,127.2,178,93175
Vermont,Washington County,Female Breast,Female,131.4,258,148753
Vermont,Rutland County,Female Breast,Female,131.8,295,152430
Vermont,Windsor County,Female Breast,Female,144.6,300,142246
Vermont,Orleans County,Female Breast,Female,145.8,138,67145
Vermont,Addison County,Female Breast,Female,138,166,92049
Vermont,Chittenden County,Female Breast,Female,144.8,665,408614
Vermont,Essex County,Female Breast,Female,129.4,28,15298
Vermont,Lamoille County,Female Breast,Female,144.8,110,62920
Washington,Ferry County,Female Breast,Female,87.5,26,18327
Washington,Franklin County,Female Breast,Female,98.8,170,211692
Washington,Douglas County,Female Breast,Female,103.5,125,99347
Washington,Skamania County,Female Breast,Female,100.9,36,27944
Washington,Wahkiakum County,Female Breast,Female,101.1,17,10125
Washington,Adams County,Female Breast,Female,103.9,44,46967
Washington,Grant County,Female Breast,Female,119.7,283,228746
Washington,Kittitas County,Female Breast,Female,109.8,127,106134
Washington,Stevens County,Female Breast,Female,118.2,197,109329
Washington,Lewis County,Female Breast,Female,109.4,294,188584
Washington,Okanogan County,Female Breast,Female,117.4,169,102339
Washington,Yakima County,Female Breast,Female,112.2,736,618449
Washington,Whitman County,Female Breast,Female,118.5,107,116058
Washington,Asotin County,Female Breast,Female,112.8,94,57047
Washington,Clark County,Female Breast,Female,134.5,1774,1138260
Washington,San Juan County,Female Breast,Female,135.6,94,41443
Washington,Kitsap County,Female Breast,Female,135.3,1103,628802
Washington,Spokane County,Female Breast,Female,135,1972,1222885
Washington,Grays Harbor County,Female Breast,Female,120.6,310,173344
Washington,Jefferson County,Female Breast,Female,129.5,195,76581
Washington,Thurston County,Female Breast,Female,130.4,1116,678062
Washington,Klickitat County,Female Breast,Female,123,95,51738
Washington,Cowlitz County,Female Breast,Female,135,461,258975
Washington,Island County,Female Breast,Female,124.5,380,199665
Washington,Pacific County,Female Breast,Female,121.3,115,51694
Washington,Pierce County,Female Breast,Female,137.9,3219,2093943
Washington,Snohomish County,Female Breast,Female,137.8,2964,1890312
Washington,Benton County,Female Breast,Female,137.6,724,468071
Washington,Chelan County,Female Breast,Female,119.9,284,186866
Washington,Walla Walla County,Female Breast,Female,120.4,215,146286
Washington,Columbia County,Female Breast,Female,Data Suppressed,Data Suppressed,10083
Washington,Mason County,Female Breast,Female,142.2,321,147459
Washington,Skagit County,Female Breast,Female,141.9,572,303454
Washington,Garfield County,Female Breast,Female,Data Suppressed,Data Suppressed,5682
Washington,Lincoln County,Female Breast,Female,142.9,57,25576
Washington,Pend Oreille County,Female Breast,Female,146.7,72,31920
Washington,King County,Female Breast,Female,141.6,8180,5214127
Washington,Whatcom County,Female Breast,Female,138.3,868,528125
Washington,Clallam County,Female Breast,Female,138.3,444,183460
Ohio,Holmes County,Female Breast,Female,73.4,84,109002
Ohio,Guernsey County,Female Breast,Female,82.5,115,99971
Ohio,Gallia County,Female Breast,Female,83,86,77063
Ohio,Monroe County,Female Breast,Female,90.4,46,35750
Ohio,Harrison County,Female Breast,Female,95.2,54,39214
Ohio,Noble County,Female Breast,Female,97.2,42,30530
Ohio,Wyandot County,Female Breast,Female,102.9,79,56287
Ohio,Vinton County,Female Breast,Female,105.3,45,32926
Ohio,Shelby County,Female Breast,Female,98.2,149,121861
Ohio,Brown County,Female Breast,Female,100.3,142,110646
Ohio,Jackson County,Female Breast,Female,101,105,83352
Ohio,Belmont County,Female Breast,Female,104.1,259,169726
Ohio,Preble County,Female Breast,Female,105,147,104491
Ohio,Madison County,Female Breast,Female,97.7,126,99397
Ohio,Columbiana County,Female Breast,Female,116.1,427,261092
Ohio,Coshocton County,Female Breast,Female,111.4,137,92620
Ohio,Williams County,Female Breast,Female,117.6,149,93859
Ohio,Trumbull County,Female Breast,Female,113.7,853,524720
Ohio,Tuscarawas County,Female Breast,Female,114.8,369,234569
Ohio,Crawford County,Female Breast,Female,116,176,108637
Ohio,Mercer County,Female Breast,Female,108.2,138,101226
Ohio,Darke County,Female Breast,Female,110.9,200,132183
Ohio,Defiance County,Female Breast,Female,110.3,136,96908
Ohio,Paulding County,Female Breast,Female,109.4,64,47665
Ohio,Hancock County,Female Breast,Female,108.2,256,192404
Ohio,Highland County,Female Breast,Female,109.8,149,109666
Ohio,Marion County,Female Breast,Female,116,232,154346
Ohio,Carroll County,Female Breast,Female,110.5,110,70189
Ohio,Adams County,Female Breast,Female,112.3,97,70801
Ohio,Allen County,Female Breast,Female,113.4,372,258855
Ohio,Hocking County,Female Breast,Female,119.7,116,72299
Ohio,Clinton County,Female Breast,Female,125.2,164,106225
Ohio,Wayne County,Female Breast,Female,123.8,441,291507
Ohio,Wood County,Female Breast,Female,124.3,450,327864
Ohio,Union County,Female Breast,Female,125.7,183,141070
Ohio,Fulton County,Female Breast,Female,120.7,162,107146
Ohio,Van Wert County,Female Breast,Female,120.2,114,72376
Ohio,Ross County,Female Breast,Female,122.3,298,183620
Ohio,Richland County,Female Breast,Female,119.3,500,300387
Ohio,Scioto County,Female Breast,Female,124.7,321,196352
Ohio,Clermont County,Female Breast,Female,128.2,792,510360
Ohio,Clark County,Female Breast,Female,149.7,683,350466
Ohio,Washington County,Female Breast,Female,135.2,291,155505
Ohio,Summit County,Female Breast,Female,130.2,2329,1393890
Ohio,Cuyahoga County,Female Breast,Female,132.5,5693,3303090
Ohio,Franklin County,Female Breast,Female,132,4262,3166191
Ohio,Geauga County,Female Breast,Female,139.3,452,237742
Ohio,Greene County,Female Breast,Female,131,677,417711
Ohio,Pickaway County,Female Breast,Female,129.5,219,134308
Ohio,Perry County,Female Breast,Female,130.4,143,89962
Ohio,Sandusky County,Female Breast,Female,136.5,278,151402
Ohio,Seneca County,Female Breast,Female,122.6,215,139360
Ohio,Meigs County,Female Breast,Female,118,91,59207
Ohio,Miami County,Female Breast,Female,126.4,436,262984
Ohio,Stark County,Female Breast,Female,121.3,1562,964672
Ohio,Hamilton County,Female Breast,Female,137.1,3383,2091209
Ohio,Ottawa County,Female Breast,Female,124.2,209,103283
Ohio,Hardin County,Female Breast,Female,122.4,108,79709
Ohio,Henry County,Female Breast,Female,119.6,108,69788
Ohio,Medina County,Female Breast,Female,131.8,735,443932
Ohio,Delaware County,Female Breast,Female,136.5,721,477967
Ohio,Fayette County,Female Breast,Female,127.9,123,72582
Ohio,Erie County,Female Breast,Female,138.8,377,193431
Ohio,Fairfield County,Female Breast,Female,128.2,575,376963
Ohio,Butler County,Female Breast,Female,126.2,1365,952725
Ohio,Champaign County,Female Breast,Female,136,174,98257
Ohio,Huron County,Female Breast,Female,126.7,220,148507
Ohio,Jefferson County,Female Breast,Female,127.9,307,174847
Ohio,Knox County,Female Breast,Female,129.1,247,155273
Ohio,Lake County,Female Breast,Female,135,1085,587581
Ohio,Auglaize County,Female Breast,Female,126.1,187,115063
Ohio,Warren County,Female Breast,Female,138.8,889,551414
Ohio,Montgomery County,Female Breast,Female,134.5,2379,1381022
Ohio,Morgan County,Female Breast,Female,126.1,61,37078
Ohio,Morrow County,Female Breast,Female,133.5,150,87075
Ohio,Muskingum County,Female Breast,Female,134.5,385,221267
Ohio,Mahoning County,Female Breast,Female,120.4,1036,598218
Ohio,Lorain County,Female Breast,Female,127.1,1256,772122
Ohio,Portage County,Female Breast,Female,124.4,599,412950
Ohio,Lawrence County,Female Breast,Female,123.3,248,157473
Ohio,Licking County,Female Breast,Female,132.6,711,431919
Ohio,Pike County,Female Breast,Female,138.1,126,71078
Ohio,Lucas County,Female Breast,Female,125.8,1688,1119268
Ohio,Logan County,Female Breast,Female,119.7,178,114819
Ohio,Putnam County,Female Breast,Female,133,144,85346
Ohio,Athens County,Female Breast,Female,124,193,163304
Ohio,Ashland County,Female Breast,Female,120,214,135640
Ohio,Ashtabula County,Female Breast,Female,119.7,397,246376
Kentucky,Magoffin County,Female Breast,Female,67.3,27,32109
Kentucky,Metcalfe County,Female Breast,Female,77,27,25068
Kentucky,Letcher County,Female Breast,Female,87.4,70,59349
Kentucky,Hickman County,Female Breast,Female,89,18,12145
Kentucky,Morgan County,Female Breast,Female,81.7,34,29066
Kentucky,Clinton County,Female Breast,Female,88.3,29,25670
Kentucky,Rowan County,Female Breast,Female,99.1,65,62332
Kentucky,Johnson County,Female Breast,Female,96.3,74,59172
Kentucky,Harlan County,Female Breast,Female,96.4,92,71946
